locale_id,title,id_imdb,genre_imdb
1,Toy Story (1995),tt0114709,Animation|Adventure|Comedy|Family|Fantasy
2,GoldenEye (1995),tt0113189,Action|Adventure|Thriller
3,Four Rooms (1995),tt0113101,Comedy
4,Get Shorty (1995),tt0113161,Comedy|Crime|Thriller
5,Copycat (1995),tt0112722,Drama|Mystery|Thriller
6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),tt0115012,Crime|Drama|History|Romance|Thriller
7,Twelve Monkeys (1995),tt0114746,Mystery|Sci-Fi|Thriller
8,Babe (1995),tt0112431,Comedy|Drama|Family
9,Dead Man Walking (1995),tt0112818,Crime|Drama
10,Richard III (1995),tt0114279,Drama|Sci-Fi|War
11,Seven (Se7en) (1995),tt0114369,Crime|Drama|Mystery|Thriller
12,"Usual Suspects, The (1995)",tt0114814,Crime|Drama|Mystery|Thriller
13,Mighty Aphrodite (1995),tt0113819,Comedy|Drama|Fantasy|Romance
14,"Postino, Il (1994)",,
15,Mr. Holland's Opus (1995),tt0113862,Drama|Music
16,French Twist (Gazon maudit) (1995),tt0113149,Comedy
17,From Dusk Till Dawn (1996),tt0116367,Action|Crime|Horror
18,"White Balloon, The (1995)",tt0112445,Drama|Family
19,Antonia's Line (1995),tt0112379,Comedy|Drama
20,Angels and Insects (1995),tt0112365,Drama|Romance
21,Muppet Treasure Island (1996),tt0117110,Action|Adventure|Comedy|Family|Musical|Romance
22,Braveheart (1995),tt0112573,Biography|Drama|History|War
23,Taxi Driver (1976),tt0075314,Crime|Drama
24,Rumble in the Bronx (1995),tt0113326,Action|Comedy|Crime|Thriller
25,"Birdcage, The (1996)",tt0115685,Comedy
26,"Brothers McMullen, The (1995)",tt0112585,Comedy|Drama|Romance
27,Bad Boys (1995),tt0112442,Action|Comedy|Crime|Thriller
28,Apollo 13 (1995),tt0112384,Adventure|Drama|History
29,Batman Forever (1995),tt0112462,Action|Adventure
30,Belle de jour (1967),,
31,Crimson Tide (1995),tt0112740,Action|Drama|Thriller|War
32,Crumb (1994),tt0109508,Documentary|Biography|Comedy|Drama
33,Desperado (1995),tt0112851,Action|Crime|Thriller|Western
34,"Doom Generation, The (1995)",tt0112887,Comedy|Crime|Drama
35,Free Willy 2: The Adventure Home (1995),tt0113114,Adventure|Drama|Family
36,Mad Love (1995),tt0113729,Comedy|Drama|Romance
37,Nadja (1994),tt0110620,Drama|Horror
38,"Net, The (1995)",tt0113957,Action|Crime|Drama|Mystery|Thriller
39,Strange Days (1995),tt0114558,Crime|Drama|Sci-Fi|Thriller
40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",tt0114682,Comedy|Drama
41,Billy Madison (1995),tt0112508,Comedy
42,Clerks (1994),tt0109445,Comedy
43,Disclosure (1994),tt0109635,Drama|Thriller
44,Dolores Claiborne (1994),tt0109642,Crime|Drama|Mystery|Thriller
45,Eat Drink Man Woman (1994),tt0111797,Comedy|Drama|Romance
46,Exotica (1994),tt0109759,Drama
47,Ed Wood (1994),tt0109707,Biography|Comedy|Drama
48,Hoop Dreams (1994),tt0110057,Documentary|Drama|Sport
49,I.Q. (1994),tt0110099,Comedy|Romance
50,Star Wars (1977),tt0076759,Action|Adventure|Fantasy|Sci-Fi
51,Legends of the Fall (1994),tt0110322,Drama|Romance|War|Western
52,"Madness of King George, The (1994)",tt0110428,Biography|Comedy|Drama|History
53,Natural Born Killers (1994),tt0110632,Action|Crime|Drama
54,Outbreak (1995),tt0114069,Action|Drama|Thriller
55,"Professional, The (1994)",tt0082949,Action|Crime|Drama|Thriller
56,Pulp Fiction (1994),tt0110912,Crime|Drama
57,Priest (1994),tt0110889,Drama|Romance
58,Quiz Show (1994),tt0110932,Biography|Drama|History
59,Three Colors: Red (1994),tt0111495,Drama|Mystery|Romance
60,Three Colors: Blue (1993),tt0108394,Drama|Music|Mystery|Romance
61,Three Colors: White (1994),tt0111507,Comedy|Drama|Romance
62,Stargate (1994),tt0111282,Action|Adventure|Sci-Fi
63,"Santa Clause, The (1994)",tt0111070,Comedy|Drama|Family|Fantasy
64,"Shawshank Redemption, The (1994)",tt0111161,Drama
65,What's Eating Gilbert Grape (1993),tt0108550,Drama
66,While You Were Sleeping (1995),tt0114924,Comedy|Drama|Romance
67,Ace Ventura: Pet Detective (1994),tt0109040,Comedy
68,"Crow, The (1994)",tt0109506,Action|Crime|Drama|Fantasy|Horror|Thriller
69,Forrest Gump (1994),tt0109830,Drama|Romance
70,Four Weddings and a Funeral (1994),tt0109831,Comedy|Drama|Romance
71,"Lion King, The (1994)",tt0110357,Animation|Adventure|Drama|Family|Musical
72,"Mask, The (1994)",tt0110475,Action|Comedy|Crime|Fantasy
73,Maverick (1994),tt0110478,Action|Adventure|Comedy|Western
74,Faster Pussycat! Kill! Kill! (1965),tt0059170,Action|Comedy
75,Brother Minister: The Assassination of Malcolm X (1994),tt0109339,Documentary
76,Carlito's Way (1993),tt0106519,Crime|Drama|Thriller
77,"Firm, The (1993)",tt0106918,Drama|Mystery|Thriller
78,Free Willy (1993),tt0106965,Adventure|Drama|Family
79,"Fugitive, The (1993)",tt0106977,Action|Crime|Drama|Mystery|Thriller
80,Hot Shots! Part Deux (1993),tt0107144,Action|Comedy
81,"Hudsucker Proxy, The (1994)",tt0110074,Comedy|Drama|Fantasy
82,Jurassic Park (1993),tt0107290,Action|Adventure|Sci-Fi|Thriller
83,Much Ado About Nothing (1993),tt0107616,Comedy|Drama|Romance
84,Robert A. Heinlein's The Puppet Masters (1994),,
85,"Ref, The (1994)",tt0110955,Comedy|Crime|Drama
86,"Remains of the Day, The (1993)",tt0107943,Drama|Romance
87,Searching for Bobby Fischer (1993),tt0108065,Biography|Drama|Sport
88,Sleepless in Seattle (1993),tt0108160,Comedy|Drama|Romance
89,Blade Runner (1982),tt0083658,Action|Drama|Sci-Fi|Thriller
90,So I Married an Axe Murderer (1993),tt0108174,Comedy|Romance
91,"Nightmare Before Christmas, The (1993)",tt0107688,Animation|Family|Fantasy|Musical
92,True Romance (1993),tt0108399,Crime|Drama|Romance|Thriller
93,Welcome to the Dollhouse (1995),tt0114906,Comedy|Drama
94,Home Alone (1990),tt0099785,Comedy|Family
95,Aladdin (1992),tt0103639,Animation|Adventure|Comedy|Family|Fantasy|Musical|Romance
96,Terminator 2: Judgment Day (1991),tt0103064,Action|Sci-Fi
97,Dances with Wolves (1990),tt0099348,Adventure|Drama|Western
98,"Silence of the Lambs, The (1991)",tt0102926,Crime|Drama|Thriller
99,Snow White and the Seven Dwarfs (1937),tt0029583,Animation|Adventure|Family|Fantasy|Musical|Romance
100,Fargo (1996),tt0116282,Crime|Thriller
101,Heavy Metal (1981),tt0082509,Animation|Adventure|Fantasy|Sci-Fi
102,"Aristocats, The (1970)",tt0065421,Animation|Adventure|Comedy|Family|Musical
103,All Dogs Go to Heaven 2 (1996),tt0115509,Animation|Adventure|Family|Fantasy|Romance
104,Theodore Rex (1995),tt0114658,Action|Comedy|Family|Sci-Fi
105,Sgt. Bilko (1996),tt0117608,Comedy
106,Diabolique (1996),tt0116095,Drama|Horror|Mystery|Thriller
107,Moll Flanders (1996),tt0117071,Drama|Romance
108,Kids in the Hall: Brain Candy (1996),tt0116768,Comedy
109,Mystery Science Theater 3000: The Movie (1996),tt0117128,Comedy|Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller
110,Operation Dumbo Drop (1995),tt0114048,Action|Adventure|Comedy|Drama|Family|War
111,"Truth About Cats & Dogs, The (1996)",tt0117979,Comedy|Romance
112,Flipper (1996),tt0116322,Adventure|Family
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",tt0113362,Adventure|Drama|Romance|War
114,Wallace & Gromit: The Best of Aardman Animation (1996),tt0118114,
115,"Haunted World of Edward D. Wood Jr., The (1995)",tt0113270,Documentary|Biography
116,Cold Comfort Farm (1995),tt0112701,Comedy|Romance
117,"Rock, The (1996)",tt0117500,Action|Adventure|Thriller
118,Twister (1996),tt0117998,Action|Adventure|Thriller
119,Maya Lin: A Strong Clear Vision (1994),tt0110480,Documentary|Biography
120,Striptease (1996),tt0117765,Comedy|Crime|Drama|Thriller
121,Independence Day (ID4) (1996),tt0116629,Action|Adventure|Sci-Fi
122,"Cable Guy, The (1996)",tt0115798,Comedy|Drama|Thriller
123,"Frighteners, The (1996)",tt0116365,Comedy|Fantasy|Horror
124,Lone Star (1996),tt0116905,Drama|Mystery|Western
125,Phenomenon (1996),tt0117333,Drama|Fantasy|Romance|Sci-Fi
126,"Spitfire Grill, The (1996)",tt0117718,Drama
127,"Godfather, The (1972)",tt0068646,Crime|Drama
128,Supercop (1992),tt0104558,Action|Comedy|Crime|Thriller
129,Bound (1996),tt0115736,Crime|Thriller
130,Kansas City (1996),tt0116745,Crime|Drama|Music|Thriller
131,Breakfast at Tiffany's (1961),tt0054698,Comedy|Drama|Romance
132,"Wizard of Oz, The (1939)",tt0032138,Adventure|Family|Fantasy|Musical
133,Gone with the Wind (1939),tt0031381,Drama|Romance|War
134,Citizen Kane (1941),tt0033467,Drama|Mystery
135,2001: A Space Odyssey (1968),tt0062622,Adventure|Sci-Fi
136,Mr. Smith Goes to Washington (1939),tt0031679,Comedy|Drama
137,Big Night (1996),tt0115678,Drama|Romance
138,D3: The Mighty Ducks (1996),tt0116000,Action|Comedy|Drama|Family|Sport
139,"Love Bug, The (1969)",tt0064603,Comedy|Family|Sport
140,Homeward Bound: The Incredible Journey (1993),tt0107131,Adventure|Comedy|Drama|Family
141,"20,000 Leagues Under the Sea (1954)",tt0046672,Adventure|Drama|Family|Fantasy|Sci-Fi
142,Bedknobs and Broomsticks (1971),tt0066817,Animation|Adventure|Comedy|Family|Fantasy|Musical
143,"Sound of Music, The (1965)",tt0059742,Biography|Drama|Family|Musical|Romance
144,Die Hard (1988),tt0095016,Action|Thriller
145,"Lawnmower Man, The (1992)",tt0104692,Horror|Sci-Fi
146,Unhook the Stars (1996),tt0118044,Drama|Romance
147,"Long Kiss Goodnight, The (1996)",tt0116908,Action|Crime|Drama|Mystery|Thriller
148,"Ghost and the Darkness, The (1996)",tt0116409,Adventure|Drama|Thriller
149,Jude (1996),tt0116722,Drama|Romance
150,Swingers (1996),tt0117802,Comedy|Drama
151,Willy Wonka and the Chocolate Factory (1971),tt6803390,Animation|Adventure|Comedy|Family|Fantasy|Musical
152,Sleeper (1973),tt0070707,Comedy|Sci-Fi
153,"Fish Called Wanda, A (1988)",tt0095159,Comedy|Crime
154,Monty Python's Life of Brian (1979),tt0079470,Comedy
155,Dirty Dancing (1987),tt0092890,Drama|Music|Romance
156,Reservoir Dogs (1992),tt0105236,Crime|Drama|Thriller
157,Platoon (1986),tt0091763,Drama|War
158,Weekend at Bernie's (1989),tt0098627,Adventure|Comedy|Crime
159,Basic Instinct (1992),tt0103772,Drama|Mystery|Thriller
160,Glengarry Glen Ross (1992),tt0104348,Crime|Drama|Mystery
161,Top Gun (1986),tt0092099,Action|Drama
162,On Golden Pond (1981),tt0082846,Drama
163,"Return of the Pink Panther, The (1974)",tt0072081,Comedy|Crime|Mystery
164,"Abyss, The (1989)",tt0096754,Adventure|Drama|Mystery|Sci-Fi|Thriller
165,Jean de Florette (1986),tt0091288,Comedy|Drama|Western
166,Manon of the Spring (Manon des sources) (1986),tt0091480,Drama|Romance|Western
167,Private Benjamin (1980),tt0081375,Comedy|War
168,Monty Python and the Holy Grail (1974),tt0071853,Adventure|Comedy|Fantasy
169,"Wrong Trousers, The (1993)",,
170,Cinema Paradiso (1988),tt0095765,Drama|Romance
171,Delicatessen (1991),tt0101700,Comedy|Crime
172,"Empire Strikes Back, The (1980)",,
173,"Princess Bride, The (1987)",tt0093779,Adventure|Family|Fantasy|Romance
174,Raiders of the Lost Ark (1981),tt0082971,Action|Adventure
175,Brazil (1985),tt0088846,Drama|Sci-Fi
176,Aliens (1986),tt0090605,Action|Adventure|Sci-Fi|Thriller
177,"Good, The Bad and The Ugly, The (1966)",tt0060196,Adventure|Western
178,12 Angry Men (1957),tt0050083,Crime|Drama
179,"Clockwork Orange, A (1971)",tt0066921,Crime|Sci-Fi
180,Apocalypse Now (1979),tt0078788,Drama|Mystery|War
181,Return of the Jedi (1983),,
182,GoodFellas (1990),tt0099685,Biography|Crime|Drama
183,Alien (1979),tt0078748,Horror|Sci-Fi
184,Army of Darkness (1993),tt0106308,Comedy|Horror
185,Psycho (1960),tt0054215,Horror|Mystery|Thriller
186,"Blues Brothers, The (1980)",tt0080455,Action|Adventure|Comedy|Crime|Music|Musical
187,"Godfather: Part II, The (1974)",tt0071562,Crime|Drama
188,Full Metal Jacket (1987),tt0093058,Drama|War
189,"Grand Day Out, A (1992)",,
190,Henry V (1989),tt0097499,Biography|Drama|History|War
191,Amadeus (1984),tt0086879,Biography|Drama|Music
192,Raging Bull (1980),tt0081398,Biography|Drama|Sport
193,"Right Stuff, The (1983)",tt0086197,Adventure|Biography|Drama|History
194,"Sting, The (1973)",tt0070735,Comedy|Crime|Drama
195,"Terminator, The (1984)",tt0088247,Action|Sci-Fi
196,Dead Poets Society (1989),tt0097165,Comedy|Drama
197,"Graduate, The (1967)",tt0061722,Comedy|Drama|Romance
198,Nikita (La Femme Nikita) (1990),tt0100263,Action|Thriller
199,"Bridge on the River Kwai, The (1957)",tt0050212,Adventure|Drama|War
200,"Shining, The (1980)",tt0081505,Drama|Horror
201,Evil Dead II (1987),tt0092991,Comedy|Horror
202,Groundhog Day (1993),tt0107048,Comedy|Drama|Fantasy|Romance
203,Unforgiven (1992),tt0105695,Drama|Western
204,Back to the Future (1985),tt0088763,Adventure|Comedy|Sci-Fi
205,Patton (1970),tt0066206,Biography|Drama|War
206,Akira (1988),tt0094625,Animation|Action|Drama|Fantasy|Sci-Fi|Thriller
207,Cyrano de Bergerac (1990),tt0099334,Comedy|Drama|History|Romance|War
208,Young Frankenstein (1974),tt0072431,Comedy
209,This Is Spinal Tap (1984),tt0088258,Comedy|Music
210,Indiana Jones and the Last Crusade (1989),tt0097576,Action|Adventure
211,M*A*S*H (1970),,
212,"Unbearable Lightness of Being, The (1988)",tt0096332,Drama|Romance
213,"Room with a View, A (1986)",tt0091867,Drama|Romance
214,Pink Floyd - The Wall (1982),,
215,Field of Dreams (1989),tt0097351,Drama|Family|Fantasy|Sport
216,When Harry Met Sally... (1989),tt0098635,Comedy|Drama|Romance
217,Bram Stoker's Dracula (1992),tt0103874,Drama|Fantasy|Horror|Romance
218,Cape Fear (1991),tt0101540,Crime|Thriller
219,"Nightmare on Elm Street, A (1984)",tt0087800,Horror
220,"Mirror Has Two Faces, The (1996)",tt0117057,Comedy|Drama|Romance
221,Breaking the Waves (1996),tt0115751,Drama
222,Star Trek: First Contact (1996),tt0117731,Action|Adventure|Drama|Sci-Fi|Thriller
223,Sling Blade (1996),tt0117666,Drama
224,Ridicule (1996),tt0117477,Comedy|Drama|History|Romance
225,101 Dalmatians (1996),tt0115433,Adventure|Comedy|Crime|Family
226,Die Hard 2 (1990),tt0099423,Action|Thriller
227,Star Trek VI: The Undiscovered Country (1991),tt0102975,Action|Adventure|Sci-Fi|Thriller
228,Star Trek: The Wrath of Khan (1982),,
229,Star Trek III: The Search for Spock (1984),tt0088170,Action|Adventure|Sci-Fi
230,Star Trek IV: The Voyage Home (1986),tt0092007,Action|Adventure|Comedy|Sci-Fi
231,Batman Returns (1992),tt0103776,Action|Crime|Fantasy
232,Young Guns (1988),tt0096487,Action|Western
233,Under Siege (1992),tt0105690,Action|Thriller
234,Jaws (1975),tt0073195,Adventure|Thriller
235,Mars Attacks! (1996),tt0116996,Comedy|Sci-Fi
236,Citizen Ruth (1996),tt0115906,Comedy|Drama
237,Jerry Maguire (1996),tt0116695,Comedy|Drama|Romance|Sport
238,Raising Arizona (1987),tt0093822,Comedy|Crime
239,Sneakers (1992),tt0105435,Comedy|Crime|Drama|Mystery|Thriller
240,Beavis and Butt-head Do America (1996),tt0115641,Animation|Adventure|Comedy|Crime|Music
241,"Last of the Mohicans, The (1992)",tt0104691,Action|Adventure|Drama|History|Romance|War
242,Kolya (1996),tt0116790,Comedy|Drama|Music
243,Jungle2Jungle (1997),tt0119432,Comedy|Family
244,Smilla's Sense of Snow (1997),tt0120152,Crime|Drama|Mystery|Sci-Fi|Thriller
245,"Devil's Own, The (1997)",tt0118972,Action|Crime|Drama|Thriller
246,Chasing Amy (1997),tt0118842,Comedy|Drama|Romance
247,Turbo: A Power Rangers Movie (1997),tt0120389,Action|Adventure|Family|Fantasy|Sci-Fi|Thriller
248,Grosse Pointe Blank (1997),tt0119229,Action|Comedy|Crime|Romance|Thriller
249,Austin Powers: International Man of Mystery (1997),tt0118655,Adventure|Comedy
250,"Fifth Element, The (1997)",tt0119116,Action|Adventure|Sci-Fi
251,Shall We Dance? (1996),,
252,"Lost World: Jurassic Park, The (1997)",tt0119567,Action|Adventure|Sci-Fi
253,"Pillow Book, The (1995)",tt0114134,Drama
254,Batman & Robin (1997),tt0118688,Action|Sci-Fi
255,My Best Friend's Wedding (1997),tt0119738,Comedy|Drama|Romance
256,When the Cats Away (Chacun cherche son chat) (1996),,
257,Men in Black (1997),tt0119654,Action|Adventure|Comedy|Sci-Fi
258,Contact (1997),tt0118884,Drama|Mystery|Sci-Fi|Thriller
259,George of the Jungle (1997),tt0119190,Action|Adventure|Comedy|Family|Romance
260,Event Horizon (1997),tt0119081,Horror|Sci-Fi|Thriller
261,Air Bud (1997),tt0118570,Comedy|Drama|Family|Sport
262,In the Company of Men (1997),tt0119361,Comedy|Drama
263,Steel (1997),tt0120207,Action|Adventure|Crime|Fantasy|Sci-Fi
264,Mimic (1997),tt0119675,Horror|Sci-Fi
265,"Hunt for Red October, The (1990)",tt0099810,Action|Adventure|Thriller
266,Kull the Conqueror (1997),tt0119484,Action|Adventure|Fantasy
267,unknown,,
268,Chasing Amy (1997),tt0118842,Comedy|Drama|Romance
269,"Full Monty, The (1997)",tt0119164,Comedy|Drama
270,Gattaca (1997),tt0119177,Drama|Sci-Fi|Thriller
271,Starship Troopers (1997),tt0120201,Action|Adventure|Sci-Fi|Thriller
272,Good Will Hunting (1997),tt0119217,Drama|Romance
273,Heat (1995),tt0113277,Action|Crime|Drama
274,Sabrina (1995),tt0114319,Comedy|Drama|Romance
275,Sense and Sensibility (1995),tt0114388,Drama|Romance
276,Leaving Las Vegas (1995),tt0113627,Drama|Romance
277,Restoration (1995),tt0114272,Biography|Drama|History|Romance
278,Bed of Roses (1996),tt0115644,Drama|Romance
279,Once Upon a Time... When We Were Colored (1995),tt0114039,Drama|Romance
280,Up Close and Personal (1996),tt0118055,Drama|Romance
281,"River Wild, The (1994)",tt0110997,Adventure|Crime|Thriller
282,"Time to Kill, A (1996)",tt0117913,Crime|Drama|Thriller
283,Emma (1996),tt0116191,Comedy|Drama|Romance
284,Tin Cup (1996),tt0117918,Comedy|Drama|Romance|Sport
285,Secrets & Lies (1996),tt0117589,Comedy|Drama
286,"English Patient, The (1996)",tt0116209,Drama|Romance|War
287,Marvin's Room (1996),tt0116999,Drama
288,Scream (1996),tt0117571,Horror|Mystery
289,Evita (1996),tt0116250,Biography|Drama|History|Musical
290,Fierce Creatures (1997),tt0119115,Comedy
291,Absolute Power (1997),tt0118548,Action|Crime|Drama|Thriller
292,Rosewood (1997),tt0120036,Action|Drama|History
293,Donnie Brasco (1997),tt0119008,Biography|Crime|Drama
294,Liar Liar (1997),tt0119528,Comedy|Fantasy
295,Breakdown (1997),tt0118771,Crime|Drama|Mystery|Thriller
296,"Promesse, La (1996)",,
297,Ulee's Gold (1997),tt0120402,Drama
298,Face/Off (1997),tt0119094,Action|Crime|Sci-Fi|Thriller
299,Hoodlum (1997),tt0119311,Crime|Drama
300,Air Force One (1997),tt0118571,Action|Drama|Thriller
301,In & Out (1997),tt0119360,Comedy|Romance
302,L.A. Confidential (1997),tt0119488,Crime|Drama|Mystery|Thriller
303,Ulee's Gold (1997),tt0120402,Drama
304,Fly Away Home (1996),tt0116329,Adventure|Drama|Family
305,"Ice Storm, The (1997)",tt0119349,Drama
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",tt0119280,Biography|Drama|History|Romance
307,"Devil's Advocate, The (1997)",,
308,FairyTale: A True Story (1997),tt0119095,Drama|Family|Fantasy|Mystery
309,Deceiver (1997),tt0119527,Crime|Drama|Mystery|Thriller
310,"Rainmaker, The (1997)",tt0119978,Crime|Drama|Thriller
311,"Wings of the Dove, The (1997)",tt0120520,Drama|Romance
312,Midnight in the Garden of Good and Evil (1997),tt0119668,Crime|Drama|Mystery|Thriller
313,Titanic (1997),tt0120338,Drama|Romance
314,3 Ninjas: High Noon At Mega Mountain (1998),,
315,Apt Pupil (1998),tt0118636,Crime|Drama|Thriller
316,As Good As It Gets (1997),tt0119822,Comedy|Drama|Romance
317,In the Name of the Father (1993),tt0107207,Biography|Crime|Drama
318,Schindler's List (1993),tt0108052,Biography|Drama|History
319,Everyone Says I Love You (1996),tt0116242,Comedy|Musical|Romance
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),tt0117293,Documentary|Crime
321,Mother (1996),tt0117091,Comedy|Drama
322,Murder at 1600 (1997),tt0119731,Action|Crime|Drama|Mystery|Thriller
323,Dante's Peak (1997),tt0118928,Action|Adventure|Thriller
324,Lost Highway (1997),tt0116922,Mystery|Thriller
325,Crash (1996),tt0115964,Drama
326,G.I. Jane (1997),tt0119173,Action|Drama|War
327,Cop Land (1997),tt0118887,Crime|Drama|Thriller
328,Conspiracy Theory (1997),tt0118883,Action|Mystery|Thriller
329,Desperate Measures (1998),tt0118966,Action|Crime|Drama|Thriller
